issuer_ticker,name,asset_class,weight_percent,price,nominal,market_value,notional_value,sector,isin,exchange,location,market_currency,fund_name,LEI
HWM,HOWMET AEROSPACE INC,Equity,0.02,31.44,314807,9897532.08,9897532.08,Industrials,US4432011082,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300HO5WFZUT5N2T22
EPI A,EPIROC CLASS A,Equity,0.02,22.19,443733,9844353.19,9844353.19,Industrials,SE0015658109,Nasdaq Omx Nordic,Sweden,SEK,iShares Core MSCI World UCITS ETF,5493004Q73OEYW1SPE91
FDS,FACTSET RESEARCH SYSTEMS INC,Equity,0.02,382.18,25736,9835784.48,9835784.48,Financials,US3030751057,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300ZSJE7NBK6K9P30
WPC,W. P. CAREY REIT INC,Equity,0.02,76.13,128690,9797169.7,9797169.7,Real Estate,US92936U1097,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,54930042CRNE713E3Q67
FFIV,F5 NETWORKS INC,Equity,0.02,208.41,46979,9790893.39,9790893.39,Information Technology,US3156161024,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,54930015FPK9KT966303
8015,TOYOTA TSUSHO CORP,Equity,0.02,44.87,218000,9781668.95,9781668.95,Industrials,JP3635000007,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,549300CEE2ENIUJNXB84
BNZL,BUNZL,Equity,0.02,35.11,277321,9737710.93,9737710.93,Industrials,GB00B0744B38,London Stock Exchange,United Kingdom,GBP,iShares Core MSCI World UCITS ETF,213800Q1Q9DV4L78UM09
LDOS,LEIDOS HOLDINGS INC,Equity,0.02,92,105730,9727160,9727160,Industrials,US5253271028,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300IUTGTP6EJP8124
LISP,CHOCOLADEFABRIKEN LINDT & SPRUENGL,Equity,0.02,11638.84,835,9718430.86,9718430.86,Consumer Staples,CH0010570767,SIX Swiss Exchange,Switzerland,CHF,iShares Core MSCI World UCITS ETF,529900JYJNNOKKAGK736
Z,ZILLOW GROUP INC CLASS C,Equity,0.02,92.88,104450,9701316,9701316,Communication,US98954M2008,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,2549002XEELQDIR6FU05
6178,JAPAN POST HOLDINGS LTD,Equity,0.02,9.01,1075900,9688496.67,9688496.67,Financials,JP3752900005,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,5299003D9N4JBS256X18
PUM,PUMA,Equity,0.02,119.22,81227,9684132.51,9684132.51,Consumer Discretionary,DE0006969603,Xetra,Germany,EUR,iShares Core MSCI World UCITS ETF,529900GRZ2BQY5ZM9N49
1COV,COVESTRO AG,Equity,0.02,68.44000000000001,141461,9681596.92,9681596.92,Materials,DE0006062144,Xetra,Germany,EUR,iShares Core MSCI World UCITS ETF,3912005AWHKLQ1CPLV11
FMC,FMC CORP,Equity,0.02,97.37,99351,9673806.87,9673806.87,Materials,US3024913036,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,CKDHZ2X64EEBQCSP7013
JKHY,JACK HENRY AND ASSOCIATES INC,Equity,0.02,170.81,56484,9648032.04,9648032.04,Information Technology,US4262811015,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,529900X1QS8C54W0JB21
BMRN,BIOMARIN PHARMACEUTICAL INC,Equity,0.02,76.5,126019,9640453.5,9640453.5,Health Care,US09061G1013,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,NSLL8ITTRR0J5HEMR848
CDAY,CERIDIAN HCM HOLDING INC,Equity,0.02,109.17,88290,9638619.3,9638619.3,Information Technology,US15677J1088,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300T64GVCHFJ8L449
MNDI,MONDI PLC,Equity,0.02,27.14,352668,9571645.81,9571645.81,Materials,GB00B1CRLC47,London Stock Exchange,United Kingdom,GBP,iShares Core MSCI World UCITS ETF,213800LOZA69QFDC9N34
XRAY,DENTSPLY SIRONA INC,Equity,0.02,62.21,153649,9558504.29,9558504.29,Health Care,US24906P1093,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,9NHEHR1SOZCYXDO8HO28
PAH3,PORSCHE AUTOMOBIL HOLDING PREF,Equity,0.02,100.04,95540,9557516.25,9557516.25,Consumer Discretionary,DE000PAH0038,Xetra,Germany,EUR,iShares Core MSCI World UCITS ETF,52990053Z17ZYM1KFV27
FICO,FAIR ISAAC CORP,Equity,0.02,444.44,21374,9499460.56,9499460.56,Information Technology,US3032501047,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,RI6HET5SJUEY30V1PS26
SJM,JM SMUCKER,Equity,0.02,122.69,77345,9489458.05,9489458.05,Consumer Staples,US8326964058,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,5493000WDH6A0LHDJD55
FNF,FIDELITY NATIONAL FINANCIAL INC,Equity,0.02,46.260000000000005,204905,9478905.3,9478905.3,Financials,US31620R3030,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300CAZYIH39SYQ287
INCY,INCYTE CORP,Equity,0.02,75.04,125861,9444609.44,9444609.44,Health Care,US45337C1027,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,549300Z4WN6JVZ3T4680
CHRW,CH ROBINSON WORLDWIDE INC,Equity,0.02,90.27,103920,9380858.4,9380858.4,Industrials,US12541W2098,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,529900WNWN5L0OVDHA79
UCB,UCB SA,Equity,0.02,109.24,85708,9362387.17,9362387.17,Health Care,BE0003739530,Nyse Euronext - Euronext Brussels,Belgium,EUR,iShares Core MSCI World UCITS ETF,2138008J191VLSGY5A09
INF,INFORMA PLC,Equity,0.02,7.25,1289373,9353158.16,9353158.16,Communication,GB00BMJ6DW54,London Stock Exchange,United Kingdom,GBP,iShares Core MSCI World UCITS ETF,5493006VM2LKUPSEDU20
LYV,LIVE NATION ENTERTAINMENT INC,Equity,0.02,86.81,107713,9350565.53,9350565.53,Communication,US5380341090,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,5493007B9BM9ZXJINO78
6762,TDK CORP,Equity,0.02,116.28,80100,9313953.49,9313953.49,Information Technology,JP3538800008,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,3538005O8WNU39U8NX03
EQH,EQUITABLE HOLDINGS INC,Equity,0.02,29.479999999999997,316007,9315886.36,9315886.36,Financials,US29452E1010,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300FIBAKMNHPZ4009
MOS,MOSAIC,Equity,0.02,33.75,274756,9273015,9273015,Materials,US61945C1036,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,2YD5STGSJNMUB7H76907
KGF,KINGFISHER PLC,Equity,0.02,5.07,1823610,9240888.37,9240888.37,Consumer Discretionary,GB0033195214,London Stock Exchange,United Kingdom,GBP,iShares Core MSCI World UCITS ETF,213800KBMEV7I92FY281
1928,SEKISUI HOUSE LTD,Equity,0.02,22.07,417513,9216509.04,9216509.04,Consumer Discretionary,JP3420600003,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,529900GMNDOYQSAJAE76
8002,MARUBENI CORP,Equity,0.02,8.729999999999999,1054132,9198299.11,9198299.11,Industrials,JP3877600001,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,4P4N3ORD02UGQT1T1W12
HST,HOST HOTELS & RESORTS REIT INC,Equity,0.02,16.41,559057,9174125.37,9174125.37,Real Estate,US44107P1049,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,N6EL63S0K3PB1YFTDI24
ATO,ATMOS ENERGY CORP,Equity,0.02,89.76,102160,9169881.6,9169881.6,Utilities,US0495601058,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,QVLWEGTD2S8GJMO8D383
WTRG,ESSENTIAL UTILITIES INC,Equity,0.02,46.82,194677,9114777.14,9114777.14,Utilities,US29670G1022,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300ILTEOF3E3QY357
IAC,IAC INTERACTIVE,Equity,0.02,138.75,65638,9107272.5,9107272.5,Communication,US44891N2080,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,549300TO56L57RP6P031
MASI,MASIMO CORP,Equity,0.02,273.96,33164,9085609.44,9085609.44,Health Care,US5747951003,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,549300Q4A8JK0PIYCU29
VMW,VMWARE CLASS A INC,Equity,0.02,139.89,64902,9079140.78,9079140.78,Information Technology,US9285634021,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300BUDHS3LRWBE814
CNP,CENTERPOINT ENERGY INC,Equity,0.02,24.630000000000003,367322,9047140.86,9047140.86,Utilities,US15189T1079,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,21TPXMRRHFKOBHDC8J74
UHS,UNIVERSAL HEALTH SERVICES INC CLAS,Equity,0.02,146.89,61503,9034175.67,9034175.67,Health Care,US9139031002,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300YGMGQDO0NMJD09
CPT,CAMDEN PROPERTY TRUST REIT,Equity,0.02,150.55,59897,9017493.35,9017493.35,Real Estate,US1331311027,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,5493002MYX22OHYJBD89
6586,MAKITA CORP,Equity,0.02,62.47,144226,9010014.59,9010014.59,Industrials,JP3862400003,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,529900CDR9E94BCM6294
VOW,VOLKSWAGEN AG,Equity,0.02,327.26,27296,8932904.52,8932904.52,Consumer Discretionary,DE0007664005,Xetra,Germany,EUR,iShares Core MSCI World UCITS ETF,529900NNUPAGGOMPXZ31
LNC,LINCOLN NATIONAL CORP,Equity,0.02,66.58,133483,8887298.139999999,8887298.139999999,Financials,US5341871094,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,EFQMQROEDSNBRIP7LE47
8951,NIPPON BUILDING FUND REIT INC,Equity,0.02,6657.55,1334,8881167.350000001,8881167.350000001,Real Estate,JP3027670003,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,52990053R8NL2MB32172
SNA,SNAP ON INC,Equity,0.02,219.46,40445,8876059.7,8876059.7,Industrials,US8330341012,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,HHWAT5TDOYZMM26KKQ73
SCHP,SCHINDLER HOLDING PAR AG,Equity,0.02,304.53,29025,8839082.51,8839082.51,Industrials,CH0024638196,SIX Swiss Exchange,Switzerland,CHF,iShares Core MSCI World UCITS ETF,5299007DRLI319H7Q933
NRG,NRG ENERGY INC,Equity,0.02,43,205490,8836070,8836070,Utilities,US6293775085,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,5E2UPK5SW04M13XY7I38
UU.,UNITED UTILITIES GROUP PLC,Equity,0.02,14.6,604454,8826893.139999999,8826893.139999999,Utilities,GB00B39J2M42,London Stock Exchange,United Kingdom,GBP,iShares Core MSCI World UCITS ETF,2138002IEYQAOC88ZJ59
BSY,BENTLEY SYSTEMS INC CLASS B,Equity,0.02,68.83,127673,8787732.59,8787732.59,Information Technology,US08265T2087,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,549300WVEHPGE0Z56F71
SVT,SEVERN TRENT PLC,Equity,0.02,39.260000000000005,223221,8763270.29,8763270.29,Utilities,GB00B1FH8J72,London Stock Exchange,United Kingdom,GBP,iShares Core MSCI World UCITS ETF,213800RPBXRETY4A4C59
HSIC,HENRY SCHEIN INC,Equity,0.02,78.36999999999999,111729,8756201.729999999,8756201.729999999,Health Care,US8064071025,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,VGO3WGL8H45T73F4RR92
BEI,BEIERSDORF AG,Equity,0.02,122.05,71675,8747669.450000001,8747669.450000001,Consumer Staples,DE0005200000,Xetra,Germany,EUR,iShares Core MSCI World UCITS ETF,L47NHHI0Z9X22DV46U41
SRG,SNAM,Equity,0.02,5.859999999999999,1485466,8709180.8,8709180.8,Utilities,IT0003153415,Borsa Italiana,Italy,EUR,iShares Core MSCI World UCITS ETF,8156002278562044AF79
NEXI,NEXI,Equity,0.02,21.26,408640,8686315.209999999,8686315.209999999,Information Technology,IT0005366767,Borsa Italiana,Italy,EUR,iShares Core MSCI World UCITS ETF,5493000P70CQRQG8SN85
MHK,MOHAWK INDUSTRIES INC,Equity,0.02,184.98,46708,8640045.84,8640045.84,Consumer Discretionary,US6081901042,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300JI1115MG3Q6322
6701,NEC CORP,Equity,0.02,57.64,149400,8611108.07,8611108.07,Information Technology,JP3733000008,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,5493000QYMPFRTEY4K28
SOLB,SOLVAY SA,Equity,0.02,126.87,67821,8604406.02,8604406.02,Materials,BE0003470755,Nyse Euronext - Euronext Brussels,Belgium,EUR,iShares Core MSCI World UCITS ETF,549300MMVL80RTBP3O28
LII,LENNOX INTERNATIONAL INC,Equity,0.02,310.62,27655,8590196.1,8590196.1,Industrials,US5261071071,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,S7DWAC87RDMPBF77GJ92
TELIA,TELIA COMPANY,Equity,0.02,4.25,2020624,8579687.49,8579687.49,Communication,SE0000667925,Nasdaq Omx Nordic,Sweden,SEK,iShares Core MSCI World UCITS ETF,213800FSR9RNDUOTXO25
HEI,HEIDELBERGCEMENT AG,Equity,0.02,80.04,106886,8555032.950000001,8555032.950000001,Materials,DE0006047004,Xetra,Germany,EUR,iShares Core MSCI World UCITS ETF,LZ2C6E0W5W7LQMX5ZI37
ATH,ATHENE HOLDING LTD CLASS A,Equity,0.02,70.16999999999999,121822,8548249.739999998,8548249.739999998,Financials,BMG0684D1074,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300H316CT32FQXI76
MTN,VAIL RESORTS INC,Equity,0.02,301,28348,8532748,8532748,Consumer Discretionary,US91879Q1094,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,529900PSZHRNU9HKH870
ELAN,ELANCO ANIMAL HEALTH INC,Equity,0.02,32.47,262568,8525582.96,8525582.96,Health Care,US28414H1032,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300SHPNDCE059M934
EBS,ERSTE GROUP BANK AG,Equity,0.02,41.720000000000006,204197,8520147.29,8520147.29,Financials,AT0000652011,Wiener Boerse Ag,Austria,EUR,iShares Core MSCI World UCITS ETF,PQOH26KWDF7CG10L6792
RR.,ROLLS-ROYCE HOLDINGS PLC,Equity,0.02,1.5,5650777,8486089.39,8486089.39,Industrials,GB00B63H8491,London Stock Exchange,United Kingdom,GBP,iShares Core MSCI World UCITS ETF,213800EC7997ZBLZJH69
CON,CONTINENTAL AG,Equity,0.02,111.62,75881,8470129.48,8470129.48,Consumer Discretionary,DE0005439004,Xetra,Germany,EUR,iShares Core MSCI World UCITS ETF,529900A7YD9C0LLXM621
WRK,WESTROCK,Equity,0.02,50.65,166637,8440164.05,8440164.05,Materials,US96145D1054,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300JEB576INN13W07
BAH,BOOZ ALLEN HAMILTON HOLDING CORP C,Equity,0.02,80.11999999999999,105040,8415804.8,8415804.8,Industrials,US0995021062,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,529900JPV47PIUWMA015
J36,JARDINE MATHESON HOLDINGS LTD,Equity,0.02,53.290000000000006,157103,8372018.87,8372018.87,Industrials,BMG507361001,Singapore Exchange,Hong Kong,USD,iShares Core MSCI World UCITS ETF,2138009KENVUNWOLPK41
7272,YAMAHA MOTOR LTD,Equity,0.02,28.32,295300,8362120.38,8362120.38,Consumer Discretionary,JP3942800008,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,3538004LR5NXILJDHY88
7270,SUBARU CORP,Equity,0.02,19.03,438400,8344193.34,8344193.34,Consumer Discretionary,JP3814800003,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,549300N244BVAEE6HH86
NLY,ANNALY CAPITAL MANAGEMENT REIT INC,Equity,0.02,8.67,958320,8308634.4,8308634.4,Financials,US0357104092,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,2DTL0G3FPRYUT58TI025
NWL,NEWELL BRANDS INC,Equity,0.02,25.01,331331,8286588.31,8286588.31,Consumer Discretionary,US6512291062,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,549300LWGYFM1TVO1Z12
EQT,EQT,Equity,0.02,47.18,175321,8272270.92,8272270.92,Financials,SE0012853455,Nasdaq Omx Nordic,Sweden,SEK,iShares Core MSCI World UCITS ETF,213800U7P9GOIRKCTB34
TW.,TAYLOR WIMPEY PLC,Equity,0.02,2.3499999999999996,3519864,8276001.03,8276001.03,Consumer Discretionary,GB0008782301,London Stock Exchange,United Kingdom,GBP,iShares Core MSCI World UCITS ETF,21380089BTRXTD8S3R66
LUMN,LUMEN TECHNOLOGIES INC,Equity,0.02,12.739999999999998,648953,8267661.22,8267661.22,Communication,US5502411037,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,8M3THTGWLTYZVE6BBY25
9613,NTT DATA CORP,Equity,0.02,20.1,411260,8266457.27,8266457.27,Information Technology,JP3165700000,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,353800SZGJGSLJRRWB43
BKI,BLACK KNIGHT INC,Equity,0.02,73.79,112002,8264627.58,8264627.58,Information Technology,US09215C1053,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300TUSNXS3BFFML48
LBTYK,LIBERTY GLOBAL PLC CLASS C,Equity,0.02,28.54,289446,8260788.84,8260788.84,Communication,GB00B8W67B19,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,549300BSGXG3QLIQYT84
7011,MITSUBISHI HEAVY INDUSTRIES LTD,Equity,0.02,27.84,295832,8236890.98,8236890.98,Industrials,JP3900000005,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,353800TJ98PCAZROVE69
5713,SUMITOMO METAL MINING LTD,Equity,0.02,39.58,208082,8235986.14,8235986.14,Materials,JP3402600005,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,353800CF81IXL9974H84
KPN,KONINKLIJKE KPN NV,Equity,0.02,3.26,2520790,8228794.4,8228794.4,Communication,NL0000009082,Euronext Amsterdam,Netherlands,EUR,iShares Core MSCI World UCITS ETF,549300YO0JZHAL7FVP81
HRL,HORMEL FOODS CORP,Equity,0.02,41.86,196453,8223522.58,8223522.58,Consumer Staples,US4404521001,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,MSD54751OJP1FS2ND863
STJ,ST JAMESS PLACE PLC,Equity,0.02,22.51,364872,8212197.819999999,8212197.819999999,Financials,GB0007669376,London Stock Exchange,United Kingdom,GBP,iShares Core MSCI World UCITS ETF,213800M993ICXOMBCP87
HEIO,HEINEKEN HOLDING NV,Equity,0.02,88.46000000000001,92685,8199055.98,8199055.98,Consumer Staples,NL0000008977,Euronext Amsterdam,Netherlands,EUR,iShares Core MSCI World UCITS ETF,724500M1WJLFM9TYBS04
APO,APOLLO GLOBAL MANAGEMENT INC CLASS,Equity,0.02,62.71,130154,8161957.34,8161957.34,Financials,US03768E1055,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,54930054P2G7ZJB0KM79
URW,UNIBAIL RODAMCO WE STAPLED UNITS,Equity,0.02,78.13,104472,8162728.22,8162728.22,Real Estate,FR0013326246,Euronext Amsterdam,France,EUR,iShares Core MSCI World UCITS ETF,969500SHQITWXSIS7N89
UMI,UMICORE SA,Equity,0.02,58.82,138528,8147870.64,8147870.64,Materials,BE0974320526,Nyse Euronext - Euronext Brussels,Belgium,EUR,iShares Core MSCI World UCITS ETF,529900F3AIQECS8ZSV61
AFX,CARL ZEISS MEDITEC AG,Equity,0.02,233.98,34789,8139791.59,8139791.59,Health Care,DE0005313704,Xetra,Germany,EUR,iShares Core MSCI World UCITS ETF,529900GRL4MZ8NMOOK95
DVA,DAVITA INC,Equity,0.02,121.26,67095,8135939.7,8135939.7,Health Care,US23918K1088,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,M2XHYMU3TZNEZURC6H66
GDDY,GODADDY INC CLASS A,Equity,0.02,73.28,110774,8117518.72,8117518.72,Information Technology,US3802371076,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300J8H1TB0I2CB447
2801,KIKKOMAN CORP,Equity,0.02,85.82,94200,8084103.970000001,8084103.970000001,Consumer Staples,JP3240400006,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,529900T9K5UH9HXOND47
CF,CF INDUSTRIES HOLDINGS INC,Equity,0.02,49.02,163630,8021142.6,8021142.6,Materials,US1252691001,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,529900CG8YAQFZ2JMV97
TXG,10X GENOMICS INC CLASS A,Equity,0.02,159.99,50109,8016938.91,8016938.91,Health Care,US88025U1097,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,5493003Z6741WNLG7H43
ALFA,ALFA LAVAL,Equity,0.02,40.41,198189,8009142.67,8009142.67,Industrials,SE0000695876,Nasdaq Omx Nordic,Sweden,SEK,iShares Core MSCI World UCITS ETF,549300UCKT2UK88AG251
MTX,MTU AERO ENGINES HOLDING AG,Equity,0.02,221.68,36074,7996998.22,7996998.22,Industrials,DE000A0D9PT0,Xetra,Germany,EUR,iShares Core MSCI World UCITS ETF,529900807L67JY81RD65
LEA,LEAR CORP,Equity,0.02,155,51563,7992265,7992265,Consumer Discretionary,US5218652049,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,549300UPNBTXA1SYTQ33
DBX,DROPBOX INC CLASS A,Equity,0.02,31.06,257298,7991675.88,7991675.88,Information Technology,US26210C1045,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,549300JCDF7UAR6TJR51
TRN,TERNA RETE ELETTRICA NAZIONALE,Equity,0.02,7.8,1023180,7982393.2,7982393.2,Utilities,IT0003242622,Borsa Italiana,Italy,EUR,iShares Core MSCI World UCITS ETF,8156009E94ED54DE7C31
IHG,INTERCONTINENTAL HOTELS GROUP PLC,Equity,0.02,62.790000000000006,126052,7914956.34,7914956.34,Consumer Discretionary,GB00BHJYC057,London Stock Exchange,United Kingdom,GBP,iShares Core MSCI World UCITS ETF,2138007ZFQYRUSLU3J98
7201,NISSAN MOTOR LTD,Equity,0.02,5.21,1512826,7882147.69,7882147.69,Consumer Discretionary,JP3672400003,Tokyo Stock Exchange,Japan,JPY,iShares Core MSCI World UCITS ETF,353800DRBDH1LUTNAY26
ENR,SIEMENS ENERGY N AG,Equity,0.02,26.82,293556,7873400.89,7873400.89,Industrials,DE000ENER6Y0,Xetra,Germany,EUR,iShares Core MSCI World UCITS ETF,5299005CHJZ14D4FDJ62
OCDO,OCADO GROUP PLC,Equity,0.02,24.36,323211,7873138.77,7873138.77,Consumer Staples,GB00B3MBS747,London Stock Exchange,United Kingdom,GBP,iShares Core MSCI World UCITS ETF,213800LO8F61YB8MBC74
NVCR,NOVOCURE LTD,Equity,0.02,127.09,61923,7869794.07,7869794.07,Health Care,JE00BYSS4X48,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,213800YPP55UMHWA4826
RHI,ROBERT HALF,Equity,0.02,102.95,76340,7859203,7859203,Industrials,US7703231032,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,529900VPCUY9H3HLIC08
MPW,MEDICAL PROPERTIES TRUST REIT INC,Equity,0.02,20.459999999999997,383415,7844670.9,7844670.9,Real Estate,US58463J3041,New York Stock Exchange Inc.,United States,USD,iShares Core MSCI World UCITS ETF,254900U6E39J1MQCCY14
HAS,HASBRO INC,Equity,0.02,98.74,79262,7826329.88,7826329.88,Consumer Discretionary,US4180561072,"NASDAQ",United States,USD,iShares Core MSCI World UCITS ETF,549300NUB6D2R1ITYR45
